id,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,confidence
253,0.005000007844278103,0.0011111310808116074,1.8168349438241384e-09,0.058338286377418516,0.6167208195068531,0.3171630006351195,4.340819288902877e-09,0.0,0.0016667483978650508,0.0,0.0,1
271,0.006666710374548256,0.9777773734334971,0.0011111354765774302,0.014444745445760751,1.627158726305253e-08,0.0,4.407620547193085e-09,0.0,1.4590408640461826e-08,0.0,0.0,1
337,0.04641662349045235,0.01202969602926865,0.07762051997144281,0.005563271765548767,0.0027919857351489255,0.0,2.7463410144378785e-05,0.0,0.20189718771186482,0.3765351425365098,0.27711810934961956,0
457,0.0016666699479710694,2.4457291342729136e-09,6.787884173338313e-10,0.01722338556714136,0.7186243692505744,0.26137444415435584,1.5035518490702513e-09,0.0,0.0011111264518879648,0.0,0.0,1
476,0.009444505748266328,0.9794436545402162,0.0011111550096307861,0.010000647931156395,1.7440473725273352e-08,0.0,4.665222828328984e-09,0.0,1.4665033765337228e-08,0.0,0.0,1
703,0.013483911344487813,0.0028581050277741663,0.9451164288206215,0.0011115833944365433,0.0005568644688502411,0.0,0.0005599458194790267,0.0,0.036313161124350804,0.0,0.0,1
711,0.02540758408496407,0.00948538471733859,0.08137549875852769,0.0038897699249284476,0.002223997122176056,0.0,2.8484567786226463e-06,0.0,0.20888069857004032,0.38742428629552567,0.2813099320697206,0
728,0.0050001407085903515,0.002222223262583569,0.02000168734838792,0.0005555576797335393,0.0005555590964255334,0.0,0.36265430496529905,0.5706656817682978,0.038344845170682255,0.0,0.0,0
793,0.45822995465860333,0.057916381053147385,0.003374551565331525,0.014461781254591126,0.005571090136903553,0.0,2.3634439239346244e-05,0.0,0.08371993103243203,0.18322492647825725,0.19347774938149445,0
10,0.5363437663796562,0.025223719916148912,0.008362599332915508,0.019452785309939186,0.012782808475724916,0.0,1.8439753589122166e-05,0.0,0.39781588083202624,0.0,0.0,0
23,0.0038888921327481446,1.654792442619394e-09,1.3378275466059677e-09,0.038333945380083924,0.5891813104354563,0.36748472655168085,3.852653900751791e-09,0.0,0.0011111186547568513,0.0,0.0,0
351,0.0190041093810113,0.0038892657654353395,0.0394545953201622,0.0061112299723095126,0.007222345605672671,0.0,0.001667273317604903,0.0,0.20335330300437593,0.39597039628889075,0.3233274813445373,0
433,0.006666683085232558,0.0005555610508535572,4.1459831532624855e-09,0.06000377167087442,0.5842800299387292,0.34627166281609834,5.491532811546771e-09,0.0,0.00222228180069603,0.0,0.0,0
478,0.004445031103229905,0.07442098151678926,3.838686995515011e-07,0.9166834316736184,0.0038936554873613047,0.0,4.0222436555996307e-07,0.0,0.0005561141259359587,0.0,0.0,1
491,0.02520931244652914,0.007778917939963399,0.09955109298977916,0.001666732650837147,0.0011112483751896031,0.0,3.775190685861639e-07,0.0,0.21903945258760893,0.38996194559124076,0.25568091989978325,0
589,0.5974622655993476,0.024230385324322604,0.012817110362889204,0.013894798885727904,0.01222721821866322,0.0,1.8956366087582774e-05,0.0,0.339349265242962,0.0,0.0,0
702,0.028801934303281373,0.007778409035831449,0.030009763703868084,0.006111284866166384,0.008889029225888573,0.0,0.0016672481168622253,0.0,0.19280625558114173,0.38644399535672264,0.3374920798102376,0
231,0.0317087304564606,0.005000642155350818,0.02166747726192164,0.0055556038441068436,0.004444600165200696,0.0,0.009445057982857013,0.0,0.23163002284602474,0.41472350081542375,0.2758243644726539,0
443,0.026667719990713396,0.0027777842165966887,0.0005555589114621929,0.0716700885047314,0.5424834928704027,0.35251200006427486,0.0022222389526627396,0.0,0.001111116489156159,0.0,0.0,0
500,0.0342396407609894,0.0055556336905368915,0.024445599819639435,0.003888910901474873,0.004444463014935518,0.0,0.00833346211426327,0.0,0.1995742900184504,0.3922200508006753,0.3272979488790349,0
580,0.025565214965554226,0.0005557106941303859,0.05007628217664962,4.0853252368755466e-08,4.504831258570115e-08,0.0,0.0050002293061377715,0.0,0.2862265021958952,0.43783094614100515,0.1947450286190627,0
210,0.012257718995415494,0.0016666810041538341,0.008334463703187191,2.3954708175488512e-08,5.831414528156839e-08,0.0,0.006111644493618818,0.0,0.2746982721492629,0.4528607270688667,0.24407041031664156,0
326,0.054533423171101804,0.010555876409735307,0.015007499144002146,0.017778084833470386,0.02722315553150691,0.0,0.027818340823250562,0.0,0.15310202820032015,0.3362839306334971,0.3576976612531157,0
35,0.024995607907859787,0.0016735268352379802,0.14358275468761697,0.0011176211538737146,1.4159241507856952e-05,0.0,0.019103245612202238,0.0,0.27073374186213306,0.38991947486040307,0.14885986783916536,0
366,0.05333745941832586,0.005555582319603746,0.017226412639053314,0.015000032407314519,0.02333341943141887,0.0,0.02000279514626401,0.0,0.17374959341772422,0.3582754975081015,0.333519207712194,0
413,0.029456016693765515,0.0022223630611625657,0.04055902898663476,4.768597103533389e-08,0.0005556993880258086,0.0,0.007778907371076904,0.0,0.2818516999209453,0.43676194366801535,0.20081429322440283,0
41,0.0372392467757247,0.0038890416887519138,0.039445195884304424,0.0005556150736550017,0.001111279800230123,0.0,0.007223093643618128,0.0,0.26972083648801226,0.4293409543181335,0.21147473632757005,0
507,0.05222968015602587,0.007222290027960678,0.018334344292560208,0.015000057329862393,0.02277785085544686,0.0,0.020557751409063435,0.0,0.17104306675120162,0.3556467020114378,0.3371882571664412,0
536,0.039495610283239724,0.0033335540036454852,0.04056121616794305,0.0011112122117668476,0.0011113184771713437,0.0,0.008890090634128314,0.0,0.24877569527236687,0.4187204542266122,0.23800084872312624,0
311,0.004444472515054355,0.9577643150959513,3.9458254861025346e-08,0.037235531779388674,0.0005555686695408109,0.0,2.124408428755413e-08,0.0,5.123772570918001e-08,0.0,0.0,1
387,0.8337074770875138,0.023972836188453975,0.028924217967329673,0.008336197319431035,0.007223642706004476,0.0,0.005002463372912917,0.0,0.09283316535835419,0.0,0.0,1
512,0.01055555951777687,0.0027777879068030167,0.0005555588252174345,0.03834237078558118,0.5608446736976271,0.38414623745857857,0.0011111283195953728,0.0,0.0016666834888202677,0.0,0.0,0
604,0.06798667201450385,0.009444476955804705,0.018895001890921574,0.015000128248174987,0.023889226467870114,0.0,0.02724099814788901,0.0,0.18965316457238712,0.36310108784990275,0.28478924385254584,0
61,0.00444618604164567,0.9565864861534904,0.0005557025652993759,0.037300235329217335,0.0005556029112521984,0.0,4.1207487827881135e-08,0.0,0.0005557457916072734,0.0,0.0,1
621,0.8320890088133805,0.0229020339080082,0.034473684334129555,0.007225557983568737,0.006668839490722685,0.0,0.004446587045982982,0.0,0.09219428842420736,0.0,0.0,1
634,0.05660573186872676,0.002778936371910301,0.06352775571657256,0.001114439689266938,3.715633204722501e-06,0.0,0.037295145263446336,0.0,0.21131246709731233,0.3775608682519413,0.24980094010761883,0
725,0.8316062529532581,0.02402749437268198,0.030584133911216973,0.007225421533303786,0.007223967290154711,0.0,0.005001933494539966,0.0,0.09433079644484449,0.0,0.0,1
209,0.07391255585611399,0.00444458173884691,0.02336119420738952,0.006112288919685048,0.009445373159899004,0.0,0.026733980448181194,0.0,0.17776403516494432,0.3590644568288229,0.31916153367611716,0
391,0.07292061186103614,0.003333437430814804,0.023897377292681685,0.005555994743019468,0.00833417062010167,0.0,0.02447906343727195,0.0,0.17147614961709579,0.3554042373928388,0.3345989576051397,0
396,0.00944465318026144,0.9816662590480666,1.1690170401631116e-08,0.0077779390077117256,3.256173752951707e-09,0.0,1.0898171218089913e-09,0.0,0.0011111327277990044,0.0,0.0,1
403,0.0870727405215674,0.004444580298927405,0.022841957983147435,0.0072228794662411375,0.010000502544561835,0.0,0.025051700627599895,0.0,0.16063561958770556,0.3418994990683668,0.3408305199018825,0
43,0.09873887698020124,0.00500012240726868,0.022297356747244937,0.007778384107919579,0.010000465332912092,0.0,0.022835715288263617,0.0,0.15277813373633575,0.3327213748445053,0.34784957055534876,0
585,0.02500010890825573,0.0038890941174069375,0.0022222538652364346,0.06231766124293684,0.46889396945023354,0.43212126124132444,0.003333367574756294,0.0,0.0022222835998498263,0.0,0.0,0
611,0.021115262251625317,0.002778024697357547,0.9633274675135449,0.0005555798999316551,0.0011111359254389413,0.0,0.005000220495960505,0.0,0.006112309216141168,0.0,0.0,1
628,0.048960437233371706,0.0038989801344891857,0.048409785572350705,0.00278244178464214,0.0022319901098892645,0.0,0.02283644867858878,0.0,0.1944640331425722,0.3755911837704617,0.3008246995736344,0
629,0.05202655818279975,0.004448588332984223,0.03539519728961407,0.0038924335042128774,0.0022299730175411214,0.0,0.023973685171587558,0.0,0.1877245327578917,0.3724807181293188,0.31782831361404995,0
640,0.24801421471082588,0.006669415466194425,0.03881769906546287,0.005002067311879036,0.0011142964181569805,0.0,0.026707466308935474,0.0,0.12759985862398504,0.27249931164051966,0.27357567045404074,0
93,0.07851080522980616,0.004444563776531705,0.021722863540851955,0.007222808654850908,0.010555998065297239,0.0,0.026742089633595537,0.0,0.17045346388196192,0.35189906451438346,0.3284483427027211,0
236,0.01555567384554967,0.03277845423731481,2.5312048325689582e-08,0.9011037541885586,0.05056202194566809,0.0,3.906309878541725e-08,0.0,3.1407761668485005e-08,0.0,0.0,1
251,0.022783476913800022,0.007777813458421975,0.09261550112592463,0.0044444693681457365,0.0005556003487620059,0.0,0.0027779190789627393,0.0,0.44707109319622734,0.37845627341738053,0.043517853092375006,0
340,0.003890989500241608,0.02278639181225578,8.481986104780872e-07,0.07370111146615399,0.8023927708204158,0.09722591415747592,1.151662702562353e-06,0.0,8.223821438814244e-07,0.0,0.0,1
371,0.0022232339417130468,0.022783944886330277,4.760513449931632e-07,0.07407758831423436,0.7955914169497033,0.10532224522741805,5.850681694681512e-07,0.0,5.095610865727129e-07,0.0,0.0,1
591,0.04449026555052173,0.012222365581455277,0.0901190481069522,0.004444494681461794,0.003333464816026418,0.0,0.027778343799628173,0.0,0.3390345846837364,0.3911128768039343,0.08746455597628355,0
662,0.05004172292994463,0.012777971055208559,0.08454532614079746,0.005000084567710099,0.005555718183569245,0.0,0.025000941501924227,0.0,0.32457327125994334,0.39363166961998003,0.09887329474092242,0
698,0.044485025586999793,0.013333440745393365,0.0900755671797026,0.0038889348846283638,0.0044445722491193015,0.0,0.02388951278304438,0.0,0.3399062627108735,0.39221559262280736,0.08776109123743145,0
788,0.9771940024861283,0.008892064688619987,0.004467332697926979,0.003889118427534629,0.0005559630253009225,0.0,1.0122543666131162e-06,0.0,0.005000506420122557,0.0,0.0,1
790,0.14333510151698212,0.04598555720349439,0.07248726534759241,0.016681467848262386,0.00724269837236349,0.0,0.006738155659207031,0.0,0.2530121833818443,0.34247578196010897,0.1120417887101449,0
171,0.00779126341929356,0.012786820956953708,0.9288401071644413,0.002779413165690074,0.004450504785147861,0.0,0.005564521484260871,0.0,0.03778736902421257,0.0,0.0,1
205,0.0016666862903837614,0.006666878963346394,0.000555563533976875,0.9805549786551425,0.010555880831363506,0.0,8.31351152525445e-09,0.0,3.4122753482222142e-09,0.0,0.0,1
397,0.005556029971318862,0.003888939260015075,0.043348184375654644,0.0011111365619343805,0.001666716346785063,0.0,0.0038893167838330808,0.0,0.5757426259965844,0.34416492089821116,0.020632129805663226,0
401,0.08168742137452108,0.017226713152755844,0.06422157827635079,0.010000863505747134,0.0066703988278246674,0.0,0.017228108826239166,0.0,0.3190425496630166,0.38682080914102807,0.09710155723251676,0
451,0.003890412518393344,0.0005555931526383792,0.012224865147093044,2.038770322412236e-08,0.0005556086943072064,0.0,0.004444855917414579,0.0,0.6012025908489829,0.3561135865797379,0.021012466753729628,1
465,0.00555558537257759,0.001666677607594915,0.008333654048587727,2.241778603979037e-09,3.264394658493264e-09,0.0,0.6483504200148253,0.32664877557936794,0.009444881870873372,0.0,0.0,1
472,0.08248943798500348,0.01555621732803726,0.06342174865754835,0.009444593456418673,0.007778393296773662,0.0,0.01555666863515126,0.0,0.337462100819238,0.3846250631105534,0.08366577671127591,0
677,0.026679733880204812,0.010000883387605452,0.04753569450063936,0.0022226348452900483,0.005000804457017142,0.0,0.05561550121021972,0.0,0.3967688621913077,0.39335918928246705,0.06281669624524877,0
88,0.0038912170382166323,0.01222497473189091,2.4534048478149267e-07,0.07844104572825655,0.7978835500062612,0.10644711809453244,0.0005559295259388128,0.0,0.000555919534418704,0.0,0.0,1
174,0.011111145662052983,0.002777784852364363,0.048889151682896405,0.002222236361961573,0.000555561383418774,0.0,0.010000418233748165,0.0,0.594949657381684,0.3142185533188928,0.015275491122980971,0
243,0.005000009355336575,0.01777809650864358,0.0011111192594189965,0.042779240250507757,0.7681381973777878,0.1613044301020888,0.0016666806427305886,0.0,0.002222226503485962,0.0,0.0,1
370,0.023334207492048505,0.00388893994038752,0.029446351086461084,0.003333494287878293,0.002222351229108621,0.0,0.07979817684772075,0.0,0.3950525924408765,0.3974253432579579,0.0654985434175609,0
46,0.005000016772290722,0.002777780628399298,0.0177803755879059,0.0016666671754466092,3.932266791491381e-10,0.0,0.549701629322244,0.38860320426040534,0.03447032586008134,0.0,0.0,0
492,0.018338782754529763,0.002222224418959765,0.021668883388435783,0.0016666672181079297,4.0872686818807923e-10,0.0,0.5275807304720916,0.399046970756546,0.029475740582602297,0.0,0.0,0
498,0.018373112004819076,0.004444987977127152,0.038570566825174395,0.0033352593303623223,0.0027783794031371934,0.0,0.08992712424915211,0.0,0.3479043279796224,0.40339309707597326,0.09127314515463208,0
513,1.0820342491894462e-07,0.013337898215501994,7.078960198559853e-08,0.9699893959566199,0.016672479164831413,0.0,2.9563558501572764e-08,0.0,1.8106461425908215e-08,0.0,0.0,1
684,0.010555728175676909,0.002222272180449006,0.9666656946459556,0.0011111457519707468,0.0016666886207953747,0.0,0.003333556334891018,0.0,0.0144449142902614,0.0,0.0,1
716,0.9444116040661684,0.030021432371284747,0.004449680377067409,0.008334361440976667,0.00777956886374335,0.0,0.0033346679938313123,0.0,0.0016686848869281387,0.0,0.0,1
188,0.003889053941790825,0.008333397213319922,0.001111116821740686,0.031112903923888508,0.7223984596095965,0.22926616273526035,0.0022222349062711987,0.0,0.0016666708481321007,0.0,0.0,1
237,0.936100219740466,0.01722340594067411,0.021114758025811645,0.00611166824569052,0.0011117055404899156,0.0,0.010558753575486688,0.0,0.007779488931381102,0.0,0.0,1
295,0.9527737479363064,0.01277803536616228,0.017223804236125503,0.004444770345748033,0.0011112584087344783,0.0,0.006112040888645026,0.0,0.005556342818278225,0.0,0.0,1
